external_fulfiller_location_id,internal_fulfiller_location_id,bin_name,bin_type,bin_status
600,54802,4310401,General,Pickable
600,54802,4310402,General,Pickable
600,54802,4310403,General,Pickable
600,54802,4310404,General,Pickable
600,54802,4310405,General,Pickable
600,54802,4320101,General,Pickable
600,54802,4320102,General,Pickable
600,54802,4320103,General,Pickable
600,54802,4320104,General,Pickable
600,54802,4320105,General,Pickable
600,54802,4320201,General,Pickable
600,54802,4320202,General,Pickable
600,54802,4320203,General,Pickable
600,54802,4320204,General,Pickable
600,54802,4320205,General,Pickable
600,54802,4320301,General,Pickable
600,54802,4320302,General,Pickable
600,54802,4320303,General,Pickable
600,54802,4320304,General,Pickable
600,54802,4320305,General,Pickable
600,54802,4320401,General,Pickable
600,54802,4320402,General,Pickable
600,54802,4320403,General,Pickable
600,54802,4320404,General,Pickable
600,54802,4320405,General,Pickable
600,54802,4330101,General,Pickable
600,54802,4330102,General,Pickable
600,54802,4330103,General,Pickable
600,54802,4330104,General,Pickable
600,54802,4330105,General,Pickable
600,54802,4330201,General,Pickable
600,54802,4330202,General,Pickable
600,54802,4330203,General,Pickable
600,54802,4330204,General,Pickable
600,54802,4330205,General,Pickable
600,54802,4330301,General,Pickable
600,54802,4330302,General,Pickable
600,54802,4330303,General,Pickable
600,54802,4330304,General,Pickable
600,54802,4330305,General,Pickable
600,54802,4330401,General,Pickable
600,54802,4330402,General,Pickable
600,54802,4330403,General,Pickable
600,54802,4330404,General,Pickable
600,54802,4330405,General,Pickable
600,54802,4340101,General,Pickable
600,54802,4340102,General,Pickable
600,54802,4340103,General,Pickable
600,54802,4340104,General,Pickable
600,54802,4340105,General,Pickable
600,54802,4340201,General,Pickable
600,54802,4340202,General,Pickable
600,54802,4340203,General,Pickable
600,54802,4340204,General,Pickable
600,54802,4340205,General,Pickable
600,54802,4340301,General,Pickable
600,54802,4340302,General,Pickable
600,54802,4340303,General,Pickable
600,54802,4340304,General,Pickable
600,54802,4340305,General,Pickable
600,54802,4340401,General,Pickable
600,54802,4340402,General,Pickable
600,54802,4340403,General,Pickable
600,54802,4340404,General,Pickable
600,54802,4340405,General,Pickable
600,54802,4350101,General,Pickable
600,54802,4350102,General,Pickable
600,54802,4350103,General,Pickable
600,54802,4350104,General,Pickable
600,54802,4350105,General,Pickable
600,54802,4350201,General,Pickable
600,54802,4350202,General,Pickable
600,54802,4350203,General,Pickable
600,54802,4350204,General,Pickable
600,54802,4350205,General,Pickable
600,54802,4350301,General,Pickable
600,54802,4350302,General,Pickable
600,54802,4350303,General,Pickable
600,54802,4350304,General,Pickable
600,54802,4350305,General,Pickable
600,54802,4350401,General,Pickable
600,54802,4350402,General,Pickable
600,54802,4350403,General,Pickable
600,54802,4350404,General,Pickable
600,54802,4350405,General,Pickable
600,54802,4360101,General,Pickable
600,54802,4360102,General,Pickable
